turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_unico_disciplina,cod_depto,nome_disciplina
01,2022.2,ELIZABETH MARIA MAMEDE DA COSTA (60h),5N1234,6,40,"AT 48/22 UAC, FUP",FUP0528,2766.0,666,ZOOLOGIA
02,2022.2,ELIZABETH MARIA MAMEDE DA COSTA (60h),5T2345,10,40,"AT 48/22 UAC, FUP",FUP0528,2766.0,666,ZOOLOGIA
01,2022.2,ALEXANDRE NASCIMENTO DE ALMEIDA (30h),5N34,21,40,"Sala: A1 - 42/42 - UAC, FUP",FUP0529,2767.0,666,COMERCIALIZAÇÃO DE PRODUTOS AMBIENTAIS E MARKETING AMBIENTAL
01,2022.2,LUCIJANE MONTEIRO DE ABREU (60h),3N1234,13,40,"A1 48/52 UAC, FUP",FUP0530,2768.0,666,PLANEJAMENTO E GESTÃO DE RECURSOS HÍDRICOS
01,2022.2,LUIZ HONORATO DA SILVA JUNIOR (60h),2N1234,7,40,"A1 42/60 UAC, FUP",FUP0531,2769.0,666,ECONOMIA E MEIO AMBIENTE
01,2022.2,TIBERIO LEONARDO GUITTON (60h),46N12,8,40,"A1 42/12 UAC, FUP",FUP0534,2770.0,666,DIREITO E LEGISLAÇÃO AMBIENTAL
01,2022.2,ROMULO JOSE DA COSTA RIBEIRO (60h),5N1234,22,40,"A1 48/20 UAC, FUP",FUP0535,2771.0,666,GESTÃO AMBIENTAL URBANA E REGIONAL
01,2022.2,WILLIAM SANTANA (60h),4N1234,10,40,"AT 48/22 UAC, FUP",FUP0536,2772.0,666,CONTABILIDADE AMBIENTAL
01,2022.2,DELANO MOODY SIMOES DA SILVA (60h),7M123  3N1234,5,40,"AT 42/12 UAC, FUP",FUP0537,2773.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 1
02,2022.2,DELANO MOODY SIMOES DA SILVA (60h),3T2345 7T123,15,40,"AT 42/12 UAC, FUP",FUP0537,2773.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 1
01,2022.2,SERGIO SAUER (30h),35M34,7,40,"AT 42/30 UAC, FUP",FUP0540,2774.0,666,"TERRA, AGRICULTURA FAMILIAR E LITERATURA"
01,2022.2,VANESSA DE SOUZA HACON (30h),35M34,7,40,"AT 42/30 UAC, FUP",FUP0540,2774.0,666,"TERRA, AGRICULTURA FAMILIAR E LITERATURA"
01,2022.2,ANDRE VITOR FERNANDES DOS SANTOS (60h),7T234  3N1234,6,40,"Sala: A1 - 42/42 - UAC, FUP",FUP0541,2775.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 2
02,2022.2,ANDRE VITOR FERNANDES DOS SANTOS (60h),7M123  3T2345,15,40,"Sala: A1 - 42/42 - UAC, FUP",FUP0541,2775.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 2
01,2022.2,FRANCO DE SALLES PORTO (60h),7M123  3T2345,6,40,"AT 42/30 UAC, FUP",FUP0542,2776.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 3
02,2022.2,FRANCO DE SALLES PORTO (60h),7T123  5N1234,9,40,"AT 42/30 UAC, FUP",FUP0542,2776.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 3
01,2022.2,VIVIANE APARECIDA DA SILVA FALCOMER (60h),7M45  5N1234,4,40,"AT 44/56 UEP, FUP",FUP0543,2777.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 4
02,2022.2,VIVIANE APARECIDA DA SILVA FALCOMER (60h),3T2345 7T45,11,40,"AT 44/56 UEP, FUP",FUP0543,2777.0,666,ESTÁGIO SUPERVISIONADO EM ENSINO DE CIÊNCIAS NATURAIS 4
01,2022.2,ANTONIO DE ALMEIDA NOBRE JUNIOR (60h),5N1234,16,40,"A1 48/50 UAC, FUP",FUP0545,2778.0,666,AGRICULTURA E MEIO AMBIENTE
01,2022.2,EDUARDO LEONARDECZ NETO (60h),6N1234,8,40,"A1 42/32  UAC, FUP",FUP0546,2779.0,666,ESTATÍSTICA E ECOLOGIA NUMÉRICA
01,2022.2,ALEXANDRE NASCIMENTO DE ALMEIDA (60h),4N1234,15,40,"Sala: A1 - 42/10 UAC, FUP",FUP0549,2780.0,666,INSTRUMENTOS DE AVALIAÇÃO DE IMPACTO AMBIENTAL
02,2022.2,ANDREIA DE ALMEIDA (60h),3N1234,18,30,"Sala: AT - 48/10 - Lab de Informática - UAC, FUP",FUP0552,2781.0,666,TÓPICOS ESPECIAIS EM GESTÃO AMBIENTAL
04,2022.2,REGINA COELLY FERNANDES SARAIVA (60h),6N1234,6,20,FUP,FUP0552,2781.0,666,TÓPICOS ESPECIAIS EM GESTÃO AMBIENTAL
04,2022.2,VANESSA DE SOUZA HACON (60h),6N1234,6,20,FUP,FUP0552,2781.0,666,TÓPICOS ESPECIAIS EM GESTÃO AMBIENTAL
01,2022.2,TANIA CRISTINA DA SILVA CRUZ (30h),5N12,13,40,"AT 79/11 UEP, FUP",FUP0553,2782.0,666,TRABALHO DE CONCLUSÃO DE CURSO EM GESTÃO AMBIENTAL 1
02,2022.2,CLARISSA MELO LIMA (60h),7M12  2N12,5,40,"(SEG) A1 42/42 UAC, FUP (SAB) A1 48/22 UAC, FUP",FUP0555,2783.0,666,POLÍTICA E GESTÃO DE RESÍDUOS URBANOS E RECICLAGEM
01,2022.2,TANIA CRISTINA DA SILVA CRUZ (30h),5N34,16,16,"AT 79/11 UEP, FUP",FUP0560,2784.0,666,TRABALHO DE CONCLUSÃO DE CURSO EM GESTÃO AMBIENTAL 2
02,2022.2,CARLOS JOSE SOUSA PASSOS (30h),2N12,7,20,"AT 44/56 UEP, FUP",FUP0560,2784.0,666,TRABALHO DE CONCLUSÃO DE CURSO EM GESTÃO AMBIENTAL 2
01,2022.2,JOSE VICENTE ELIAS BERNARDI (60h),5N1234,0,40,"AT 78/46 Lab Geoest e Geodésia UEP, FUP",FUP0563,2785.0,666,ESTATÍSTICA MULTIVARIADA
01,2022.2,TANIA CRISTINA DA SILVA CRUZ (30h),2T2345,106,120,Auditório do CDT,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
01,2022.2,ANA CLAUDIA GONÇALVES SOUZA OLIVEIRA (30h),2T2345,106,120,Auditório do CDT,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
02,2022.2,Daiane Pereira da Fonseca Lopes (30h),5M1234,48,62,Auditório do CDT,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
02,2022.2,TANIA CRISTINA DA SILVA CRUZ (30h),5M1234,48,62,Auditório do CDT,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
03,2022.2,JONATHAS FELIPE AIRES FERREIRA (30h),3T2345,53,60,CDT - Auditório,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
03,2022.2,TANIA CRISTINA DA SILVA CRUZ (30h),3T2345,53,60,CDT - Auditório,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
04,2022.2,NATALIA LIMA DE OLIVEIRA (60h),3N1234,38,50,CDT - Auditório,FTD0007,2786.0,429,INTRODUCAO A ATIVIDADE EMPRESARIAL
01,2022.2,MARIO DE OLIVEIRA ANDRADE (90h),6T123456,98,100,Auditório - CDT,FTD0008,2787.0,429,EMPRESA JUNIOR 1
01,2022.2,LIVIA PEREIRA DE ARAUJO (30h),4T2345,18,30,CDT - Sala Interação,FTD0010,2788.0,429,EMPREENDEDORISMO E INOVAÇÃO TECNOLÓGICA
01,2022.2,LARISSE ARAUJO LIMA (30h),4T2345,18,30,CDT - Sala Interação,FTD0010,2788.0,429,EMPREENDEDORISMO E INOVAÇÃO TECNOLÓGICA
01,2022.2,JOSE ALFREDO RUIZ VARGAS (30h),6M12,72,80,FT/BT-11/15 - Auditório do ENE,FTD0021,2789.0,429,INTRODUÇÃO À ENGENHARIA MECATRÔNICA
01,2022.2,EDSON ALVES DA COSTA JUNIOR (60h),46T23,84,85,FGA - SALA S-4 e I-3,FGA0003,2790.0,673,COMPILADORES 1
01,2022.2,VINICIUS DE CARVALHO RISPOLI (60h),35M34,24,60,FGA - SALA I3,FGA0006,2791.0,673,FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA
01,2022.2,RONNE TOLEDO (60h),24M34,23,30,FGA - CONTAINER Nº 17,FGA0008,2792.0,673,SISTEMAS AEROESPACIAIS
01,2022.2,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA (60h),24M12,41,50,FGA - SALA I3,FGA0013,2793.0,673,ANATOMIA E FISIOLOGIA HUMANA
01,2022.2,MARCUS VINICIUS CHAFFIM COSTA (60h),46M34,5,40,FGA - SALA I7,FGA0015,2794.0,673,PROCESSAMENTO DIGITAL DE IMAGENS
01,2022.2,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA (60h),24M34,19,20,FGA - LDTEA SALA 2,FGA0016,2795.0,673,TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA
01,2022.2,WELLINGTON AVELINO DO AMARAL (60h),35T23,37,45,FGA - SALA LAB SS,FGA0017,2796.0,673,PROJETOS DE CIRCUITOS INTEGRADOS 1
01,2022.2,RITA DE CASSIA SILVA (60h),35M12,6,40,FGA - SALA I7 E I4,FGA0023,2797.0,673,DINÂMICA DOS MECANISMOS
01,2022.2,JORGE ANDRES CORMANE ANGARITA (30h),46T23,13,45,FGA - SALA I5,FGA0025,2798.0,673,SISTEMAS DE ENERGIA SOLAR E EÓLICA
01,2022.2,ALEX REIS (30h),46T23,13,45,FGA - SALA I5,FGA0025,2798.0,673,SISTEMAS DE ENERGIA SOLAR E EÓLICA
01,2022.2,JOHN LENON CARDOSO GARDENGHI (60h),26T45,132,132,FGA - SALA S4 E S1,FGA0030,2799.0,673,ESTRUTURAS DE DADOS 2
01,2022.2,RICARDO RAMOS FRAGELLI (60h),2T2345,10,15,FGA - SALA MULTIUSO,FGA0034,2800.0,673,TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA
01,2022.2,Fernando Merege (60h),46T23,9,25,FGA - LAB TERMODINÂMICA,FGA0037,2801.0,673,TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL
01,2022.2,OLEXIY SHYNKARENKO (75h),35T45 6T4,16,30,FGA - SALA I4,FGA0038,2802.0,673,AERODINÂMICA DE SISTEMAS AEROESPACIAIS
01,2022.2,ARTEM ANDRIANOV (75h),2M5 35M12,30,49,FGA - SALA I10 / I4 / S7,FGA0039,2803.0,673,MECÂNICA DE ESTRUTURAS AEROESPACIAIS
01,2022.2,ANDRE MURILO DE ALMEIDA PINTO (30h),24M34,7,16,FGA - SALA LAB SHP,FGA0040,2804.0,673,SISTEMAS DE CONTROLE AUTOMOTIVO
01,2022.2,RAFAEL RODRIGUES DA SILVA (30h),24M34,7,16,FGA - SALA LAB SHP,FGA0040,2804.0,673,SISTEMAS DE CONTROLE AUTOMOTIVO
01,2022.2,OLEXIY SHYNKARENKO (60h),35T23,44,48,FGA - SALA S5,FGA0043,2805.0,673,DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS
01,2022.2,POLLIANA CANDIDA OLIVEIRA MARTINS (60h),46M34,29,45,FGA - SALA S8,FGA0045,2806.0,673,MECÂNICA DO VÔO
01,2022.2,ANDREIA ALVES COSTA LINDINGER (60h),35M34,6,45,FGA - SALA I1,FGA0047,2807.0,673,PROCESSOS PETROQUÍMICOS
01,2022.2,WILLIAM REIS SILVA (60h),46M34,21,45,FGA - SALA S9,FGA0048,2808.0,673,MECÂNICA DO VOO ESPACIAL
01,2022.2,GIANCARLO SANTILLI (60h),246T23,6,30,FGA - CONTEINER 04,FGA0049,2809.0,673,PROJETO DE SISTEMAS AEROESPACIAIS
01,2022.2,PAOLO GESSINI (30h),246T23,6,30,FGA - CONTEINER 04,FGA0049,2809.0,673,PROJETO DE SISTEMAS AEROESPACIAIS
01,2022.2,SERGIO HENRIQUE DA SILVA CARNEIRO (60h),35M34,15,45,FGA - SALA I4,FGA0050,2810.0,673,DINÂMICA DE ESTRUTURAS AEROESPACIAIS
01,2022.2,PAOLO GESSINI (30h),235M12,5,45,FGA - SALA I1,FGA0052,2811.0,673,PROPULSÃO AEROESPACIAL
01,2022.2,JUNGPYO LEE (60h),235M12,5,45,FGA - SALA I1,FGA0052,2811.0,673,PROPULSÃO AEROESPACIAL
01,2022.2,EDSON ALVES DA COSTA JUNIOR (60h),46T45,30,44,FGA - SALAS S7 e I7,FGA0053,2812.0,673,TÓPICOS ESPECIAIS EM PROGRAMAÇÃO
01,2022.2,RHANDER VIANA (60h),35T23,18,20,FGA - SALA S8,FGA0055,2813.0,673,TECNOLOGIAS DE FABRICAÇÃO 1
01,2022.2,EDISON GUSTAVO CUEVA GALARRAGA (60h),35M34,19,25,FGA - SALA I8,FGA0056,2814.0,673,TECNOLOGIAS DE FABRICAÇÃO 2
01,2022.2,MARCUS VINICIUS BATISTUTA (60h),24T45,12,45,FGA - SALA I1 / I2,FGA0057,2815.0,673,ELETRÔNICA DE POTÊNCIA
01,2022.2,VANDOR ROBERTO VILARDI RISSOLI (60h),35M12,39,40,FGA - SALA I6,FGA0060,2816.0,673,SISTEMAS DE BANCO DE DADOS 2
02,2022.2,GIOVANNI ALMEIDA SANTOS (60h),46M12,39,45,FGA - SALA I6 E I7,FGA0060,2816.0,673,SISTEMAS DE BANCO DE DADOS 2
04,2022.2,GIOVANNI ALMEIDA SANTOS (60h),7M1234,31,68,FGA - SALA I10,FGA0060,2816.0,673,SISTEMAS DE BANCO DE DADOS 2
02,2022.2,GIANCARLO SANTILLI (60h),24M34,2,20,FGA - LAB TERMODINÂMICA,FGA0062,2817.0,673,PROJETO DE SISTEMAS DE OBSERVAÇÃO DA TERRA
01,2022.2,PAOLO GESSINI (60h),24M34,6,15,FGA- SALA MULTIUSO,FGA0065,2818.0,673,PROPULSÃO ELÉTRICA
01,2022.2,TATIANE DA SILVA EVANGELISTA (60h),35M12,19,60,FGA - SALA I3,FGA0066,2819.0,673,FUNDAMENTOS DE VARIÁVEL COMPLEXA PARA ENGENHARIA
01,2022.2,EULER DE VILHENA GARCIA (60h),35M12,31,50,FGA - SALA S9,FGA0067,2820.0,673,TEORIA DE CIRCUITOS ELETRÔNICOS 1
02,2022.2,LUIS FILOMENO DE JESUS FERNANDES (30h),24M12,24,45,FGA - S8,FGA0067,2820.0,673,TEORIA DE CIRCUITOS ELETRÔNICOS 1
02,2022.2,MARCELINO MONTEIRO DE ANDRADE (30h),24M12,24,45,FGA - S8,FGA0067,2820.0,673,TEORIA DE CIRCUITOS ELETRÔNICOS 1
01,2022.2,GILMAR SILVA BESERRA (60h),24M34,18,60,FGA - SALA I3 / SALA S6,FGA0068,2821.0,673,TEORIA DE CIRCUITOS ELETRÔNICOS 2
01,2022.2,DIOGO DE OLIVEIRA COSTA (30h),3T23,9,24,FGA - SALA LAB NEI,FGA0069,2822.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1
02,2022.2,ANDERSON JOSE COSTA SENA (30h),5M34,11,24,FGA - SALA LAB NEI,FGA0069,2822.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1
04,2022.2,DIOGO DE OLIVEIRA COSTA (30h),6M12,9,24,FGA - SALA LAB NEI,FGA0069,2822.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1
06,2022.2,ANDERSON JOSE COSTA SENA (30h),4M34,19,24,FGA - SALA LAB NEI,FGA0069,2822.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1
07,2022.2,ANDERSON JOSE COSTA SENA (30h),5M12,4,24,FGA - SALA LAB NEI,FGA0069,2822.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1
03,2022.2,ROBERTO DE SOUZA BAPTISTA (30h),6M34,18,20,FGA - SALA LAB NEI,FGA0070,2823.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 2
01,2022.2,CLAUDIA PATRICIA OCHOA DIAZ (30h),4M5  4T1,13,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
02,2022.2,ANDERSON JOSE COSTA SENA (30h),4T23,13,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
03,2022.2,ANDERSON JOSE COSTA SENA (30h),4T45,12,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
04,2022.2,ANDERSON JOSE COSTA SENA (30h),5T23,14,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
05,2022.2,DIOGO DE OLIVEIRA COSTA (30h),6T23,9,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
06,2022.2,GUILLERMO ALVAREZ BESTARD (30h),6M12,9,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
07,2022.2,HENRIQUE MARRA TAIRA MENEGAZ (30h),3M12,12,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
08,2022.2,HENRIQUE MARRA TAIRA MENEGAZ (30h),2M12,14,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
09,2022.2,HENRIQUE MARRA TAIRA MENEGAZ (30h),3M34,12,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
10,2022.2,HENRIQUE MARRA TAIRA MENEGAZ (30h),2M34,14,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
11,2022.2,DIOGO DE OLIVEIRA COSTA (30h),5M34,9,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
12,2022.2,DIOGO DE OLIVEIRA COSTA (30h),6M34,13,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
13,2022.2,CLAUDIA PATRICIA OCHOA DIAZ (30h),6M5  6T1,13,14,FGA - SALA LAB SS,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
16,2022.2,ANDERSON JOSE COSTA SENA (30h),3T23,13,14,FGA - SALA LAB NEI 2,FGA0071,2824.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 1
01,2022.2,DIOGO DE OLIVEIRA COSTA (30h),4M34,13,28,FGA - SALA LAB SS,FGA0072,2825.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 2
02,2022.2,ANDERSON JOSE COSTA SENA (30h),4M12,23,28,FGA - SALA LAB SS,FGA0072,2825.0,673,PRÁTICA DE ELETRÔNICA DIGITAL 2
01,2022.2,RENATO VILELA LOPES (60h),46M12,92,100,FGA - SALA S1,FGA0073,2826.0,673,TEORIA DE ELETRÔNICA DIGITAL 1
02,2022.2,RENATO VILELA LOPES (60h),46T23,75,100,FGA - SALA S2 / SALA S4,FGA0073,2826.0,673,TEORIA DE ELETRÔNICA DIGITAL 1
01,2022.2,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),35M34,35,60,FGA - SALA I2,FGA0074,2827.0,673,TEORIA DE ELETRÔNICA DIGITAL 2
01,2022.2,EMMANUEL PACHECO ROCHA LIMA (15h),2T4,15,15,FGA - SALA LAB MAT,FGA0075,2828.0,673,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO
02,2022.2,EMMANUEL PACHECO ROCHA LIMA (15h),4T4,15,15,FGA - SALA LAB MAT,FGA0075,2828.0,673,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO
09,2022.2,EMMANUEL PACHECO ROCHA LIMA (15h),2T5,14,15,FGA - SALA LAB MAT,FGA0075,2828.0,673,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO
11,2022.2,SANDRA MARIA DA LUZ (15h),5M1,11,15,FGA - SALA LAB MAT,FGA0075,2828.0,673,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO
12,2022.2,SANDRA MARIA DA LUZ (15h),5M2,14,15,FGA - SALA LAB MAT,FGA0075,2828.0,673,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO
01,2022.2,FABIO ALFAIA DA CUNHA (30h),24M12,4,45,FGA - SALA I4,FGA0076,2829.0,673,EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS
01,2022.2,ALESSANDRO BORGES DE SOUSA OLIVEIRA (30h),24M12,4,45,FGA - SALA I4,FGA0076,2829.0,673,EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS
01,2022.2,EDISON GUSTAVO CUEVA GALARRAGA (60h),35T45,4,15,FGA - SALA MULTIUSO,FGA0077,2830.0,673,INTRODUÇÃO AO DESGASTE
01,2022.2,EMMANUEL PACHECO ROCHA LIMA (45h),2T123,69,90,FGA - SALA S4,FGA0078,2831.0,673,TEORIA DE MATERIAIS DE CONSTRUÇÃO
02,2022.2,RODRIGO ARBEY MUNOZ MENESES (45h),3T23 5T2,32,90,FGA - SALA S4,FGA0078,2831.0,673,TEORIA DE MATERIAIS DE CONSTRUÇÃO
01,2022.2,FABRICIO ATAIDES BRAZ (60h),35M34,21,60,FGA - SALA S6,FGA0083,2832.0,673,APRENDIZADO DE MÁQUINA
01,2022.2,SERGIO ANTONIO ANDRADE DE FREITAS (60h),26T45,63,70,FGA - SALA S6 E I10,FGA0084,2833.0,673,DESENVOLVIMENTO DE SOFTWARE
01,2022.2,GLAUCO VITOR PEDROSA (60h),26M34,121,130,FGA - SALA S9 e S2,FGA0085,2834.0,673,MATEMÁTICA DISCRETA 1
02,2022.2,GLAUCO VITOR PEDROSA (60h),46T23,65,69,FGA - SALA S7,FGA0085,2834.0,673,MATEMÁTICA DISCRETA 1
01,2022.2,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),24T45,39,43,FGA - SALA S8,FGA0086,2835.0,673,TEORIA DE ELETRICIDADE APLICADA
02,2022.2,JORGE ANDRES CORMANE ANGARITA (60h),24M12,38,43,FGA - SALA I8,FGA0086,2835.0,673,TEORIA DE ELETRICIDADE APLICADA
01,2022.2,LOANA NUNES VELASCO (30h),2T45,17,20,FGA - SALA LAB ELETR,FGA0087,2836.0,673,LABORATÓRIO DE ELETRICIDADE APLICADA
02,2022.2,RUDI HENRI VAN ELS (30h),6M34,16,20,FGA - SALA LAB ELETR,FGA0087,2836.0,673,LABORATÓRIO DE ELETRICIDADE APLICADA
03,2022.2,JORGE ANDRES CORMANE ANGARITA (30h),2M34,17,18,FGA - SALA LAB ELETR,FGA0087,2836.0,673,LABORATÓRIO DE ELETRICIDADE APLICADA
04,2022.2,JORGE ANDRES CORMANE ANGARITA (30h),4M34,13,20,FGA - SALA LAB ELETR,FGA0087,2836.0,673,LABORATÓRIO DE ELETRICIDADE APLICADA
05,2022.2,RUDI HENRI VAN ELS (30h),6M12,18,18,FGA - SALA LAB ELETR,FGA0087,2836.0,673,LABORATÓRIO DE ELETRICIDADE APLICADA
01,2022.2,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),46M12,19,60,FGA - SALA S6,FGA0088,2837.0,673,TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA
01,2022.2,RUDI HENRI VAN ELS (30h),4T45,8,20,FGA - SALA LAB ELETR,FGA0089,2838.0,673,LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA
02,2022.2,RUDI HENRI VAN ELS (30h),2T23,6,20,FGA - SALA LAB ELETR,FGA0089,2838.0,673,LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA
01,2022.2,EBERTH DE ALMEIDA CORREA (60h),35T23,12,45,FGA - SALA I1,FGA0090,2839.0,673,ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA
01,2022.2,PAOLO GESSINI (30h),24M12  3T2,17,25,FGA - SALA I5 / LAB TERMOFLUIDOS/  SALA I5,FGA0091,2840.0,673,MÁQUINAS DE FLUIDO
01,2022.2,JHON NERO VAZ GOULART (45h),24M12  3T2,17,25,FGA - SALA I5 / LAB TERMOFLUIDOS/  SALA I5,FGA0091,2840.0,673,MÁQUINAS DE FLUIDO
02,2022.2,JHON NERO VAZ GOULART (30h),24M12  3T3,6,20,FGA - SALA I5 / LAB TERMOFLUIDOS/  SALA I5,FGA0091,2840.0,673,MÁQUINAS DE FLUIDO
02,2022.2,PAOLO GESSINI (45h),24M12  3T3,6,20,FGA - SALA I5 / LAB TERMOFLUIDOS/  SALA I5,FGA0091,2840.0,673,MÁQUINAS DE FLUIDO
01,2022.2,DANIEL COSTA ARAUJO (75h),35M12  3T1,35,50,FGA - SALA I2 / I10,FGA0092,2841.0,673,PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA
01,2022.2,LUIS FILOMENO DE JESUS FERNANDES (75h),3T23 5T234,3,50,FGA - SALA I3 / LAB SS,FGA0093,2842.0,673,PRINCÍPIOS DE CONTROLE
01,2022.2,GUILLERMO ALVAREZ BESTARD (90h),246T45,28,50,FGA - SALA LAB SS,FGA0096,2843.0,673,ELETRÔNICA EMBARCADA
01,2022.2,DIOGO DE OLIVEIRA COSTA (30h),4M12,5,20,FGA - SALA LAB NEI,FGA0098,2844.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 3
02,2022.2,DIOGO DE OLIVEIRA COSTA (30h),2T45,8,20,FGA - SALA LAB NEI,FGA0098,2844.0,673,PRÁTICA DE CIRCUITOS ELETRÔNICOS 3
01,2022.2,WELLINGTON AVELINO DO AMARAL (60h),35T45,15,45,FGA - SALA I2,FGA0099,2845.0,673,TEORIA DE CIRCUITOS ELETRÔNICOS 3
01,2022.2,GERARDO ANTONIO IDROBO PIZO (30h),3M34,10,20,FGA - SALA LAB NEI,FGA0100,2846.0,673,PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS
02,2022.2,GERARDO ANTONIO IDROBO PIZO (30h),3M5  3T1,6,20,FGA - SALA LAB NEI,FGA0100,2846.0,673,PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS
01,2022.2,MARCUS VINICIUS BATISTUTA (60h),35T45,14,60,FGA - SALA I3,FGA0101,2847.0,673,TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS
01,2022.2,LUCIANO EMIDIO NEVES DA FONSECA (90h),246M34,15,50,FGA - SALA I5,FGA0102,2848.0,673,SINAIS E SISTEMAS PARA ENGENHARIA
02,2022.2,MARCUS VINICIUS CHAFFIM COSTA (90h),356M12,19,45,FGA - SALA S8,FGA0102,2848.0,673,SINAIS E SISTEMAS PARA ENGENHARIA
03,2022.2,ROBERTO DE SOUZA BAPTISTA (90h),356M12,35,40,FGA - SALA I9 / SALA I7 / SALA I3,FGA0102,2848.0,673,SINAIS E SISTEMAS PARA ENGENHARIA
01,2022.2,DIOGO CAETANO GARCIA (90h),246T23,19,50,FGA - SALA LAB SS,FGA0103,2849.0,673,SISTEMAS OPERACIONAIS EMBARCADOS
01,2022.2,MARCELO BENTO DA SILVA (60h),24M34,11,45,FGA - SALA S5 E I1,FGA0104,2850.0,673,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA
